source_row,weapon,expanded_perks,notes,raw_perk_columns_json,parsed_perk_columns_json
84,偏异将临,辅助弹药储量 / 附加弹匣 / 冲击支撑 / 混沌重塑,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 附加弹匣 / 维度偏移 / 失衡弹药,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 附加弹匣 / 维度偏移 / 紧逼近战,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 附加弹匣 / 维度偏移 / 混沌重塑,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 附加弹匣 / 脉冲增幅器 / 失衡弹药,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 附加弹匣 / 脉冲增幅器 / 紧逼近战,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 附加弹匣 / 脉冲增幅器 / 混沌重塑,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 冲击支撑 / 失衡弹药,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 冲击支撑 / 紧逼近战,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 冲击支撑 / 混沌重塑,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 维度偏移 / 失衡弹药,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 维度偏移 / 紧逼近战,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 维度偏移 / 混沌重塑,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 脉冲增幅器 / 失衡弹药,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 脉冲增幅器 / 紧逼近战,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
84,偏异将临,辅助弹药储量 / 切换弹匣 / 脉冲增幅器 / 混沌重塑,Tier S | Rank 3 | 唯一能获得混沌重塑的偃月，中立perk也扎实,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n维度偏移\n脉冲增幅器"", ""Perk 2"": ""失衡弹药\n紧逼近战\n混沌重塑""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""维度偏移"", ""脉冲增幅器""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""混沌重塑""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 冲击支撑 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 冲击支撑 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 冲击支撑 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 瓦解破裂 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 瓦解破裂 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 瓦解破裂 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 金中藏弹 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 金中藏弹 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 附加弹匣 / 金中藏弹 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 冲击支撑 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 冲击支撑 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 冲击支撑 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 瓦解破裂 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 瓦解破裂 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 瓦解破裂 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 金中藏弹 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 金中藏弹 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,轻量发生器 / 切换弹匣 / 金中藏弹 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 冲击支撑 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 冲击支撑 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 冲击支撑 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 瓦解破裂 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 瓦解破裂 / 紧逼近战,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 瓦解破裂 / 转向,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
85,苍鹭,辅助弹药储量 / 附加弹匣 / 金中藏弹 / 失衡弹药,Tier S | Rank 4 | 可能是科技部4件套的毕业搭配,"{""Perk"": ""轻量发生器\n辅助弹药储量"", ""Perk__2"": ""附加弹匣\n切换弹匣"", ""Perk 1"": ""冲击支撑\n瓦解破裂\n金中藏弹"", ""Perk 2"": ""失衡弹药\n紧逼近战\n转向""}","{""Perk"": [""轻量发生器"", ""辅助弹药储量""], ""Perk__2"": [""附加弹匣"", ""切换弹匣""], ""Perk 1"": [""冲击支撑"", ""瓦解破裂"", ""金中藏弹""], ""Perk 2"": [""失衡弹药"", ""紧逼近战"", ""转向""]}"
